R,P,S,T,Promise,Cooperator,Defector,Alternator,TitForTat,TwoTitsForTat,Grudger
7,5,4,11,True,0.11738,0.0,0.0,0.27128,0.30567,0.30567
7,6,0,11,True,0.00415,0.0,0.0,0.27767,0.35909,0.35909
7,6,1,11,True,0.00701,0.0,0.0,0.27728,0.35785,0.35785
7,6,2,11,True,0.01164,0.0,0.0,0.27651,0.35593,0.35593
7,6,3,11,True,0.01893,0.0,0.0,0.27522,0.35292,0.35292
7,6,4,11,True,0.02982,0.0,0.0,0.27358,0.3483,0.3483
7,6,5,11,True,0.04141,0.0,0.0,0.2746,0.342,0.342
8,1,0,11,True,0.21981,0.0,0.0,0.25499,0.2626,0.2626
8,2,0,11,True,0.20156,0.0,0.0,0.25535,0.27154,0.27154
8,2,1,11,True,0.21464,0.0,0.0,0.25579,0.26478,0.26478
8,3,0,11,True,0.17799,0.0,0.0,0.25672,0.28264,0.28264
8,3,1,11,True,0.19233,0.0,0.0,0.25636,0.27565,0.27565
8,3,2,11,True,0.20736,0.0,0.0,0.25691,0.26786,0.26786
8,4,0,11,True,0.14664,0.0,0.0,0.25974,0.29681,0.29681
8,4,1,11,True,0.1622,0.0,0.0,0.25845,0.28967,0.28967
8,4,2,11,True,0.17879,0.0,0.0,0.25786,0.28168,0.28168
8,4,3,11,True,0.19638,0.0,0.0,0.25856,0.27253,0.27253
8,5,0,11,True,0.10417,0.0,0.0,0.26531,0.31526,0.31526
8,5,1,11,True,0.12012,0.0,0.0,0.26318,0.30835,0.30835
8,5,2,11,True,0.13781,0.0,0.0,0.26134,0.30042,0.30042
8,5,3,11,True,0.15722,0.0,0.0,0.26031,0.29124,0.29124
8,5,4,11,True,0.17813,0.0,0.0,0.26118,0.28035,0.28035
8,6,0,11,True,0.04973,0.0,0.0,0.27361,0.33833,0.33833
8,6,1,11,True,0.06256,0.0,0.0,0.2715,0.33297,0.33297
8,6,2,11,True,0.07813,0.0,0.0,0.2691,0.32638,0.32638
8,6,3,11,True,0.09683,0.0,0.0,0.26664,0.31827,0.31827
8,6,4,11,True,0.11884,0.0,0.0,0.26479,0.30819,0.30819
8,6,5,11,True,0.14325,0.0,0.0,0.26573,0.29551,0.29551
8,7,0,11,True,0.00429,0.0,0.0,0.2789,0.3584,0.3584
8,7,1,11,True,0.0071,0.0,0.0,0.27863,0.35713,0.35713
8,7,2,11,True,0.01156,0.0,0.0,0.27802,0.35521,0.35521
8,7,3,11,True,0.01856,0.0,0.0,0.2769,0.35227,0.35227
8,7,4,11,True,0.0294,0.0,0.0,0.27513,0.34773,0.34773
8,7,5,11,True,0.04571,0.0,0.0,0.27282,0.34074,0.34074
8,7,6,11,True,0.06685,0.0,0.0,0.27257,0.33029,0.33029
9,1,0,11,True,0.22924,0.0,0.0,0.2527,0.25903,0.25903
9,2,0,11,True,0.21472,0.0,0.0,0.25287,0.26621,0.26621
9,2,1,11,True,0.22628,0.0,0.0,0.25307,0.26032,0.26032
9,3,0,11,True,0.19657,0.0,0.0,0.25371,0.27486,0.27486
9,3,1,11,True,0.20916,0.0,0.0,0.25335,0.26875,0.26875
9,3,2,11,True,0.22233,0.0,0.0,0.25357,0.26205,0.26205
9,4,0,11,True,0.17332,0.0,0.0,0.25559,0.28554,0.28554
9,4,1,11,True,0.18703,0.0,0.0,0.25457,0.2792,0.2792
9,4,2,11,True,0.20149,0.0,0.0,0.25404,0.27223,0.27223
9,4,3,11,True,0.2168,0.0,0.0,0.25425,0.26447,0.26447
9,5,0,11,True,0.14269,0.0,0.0,0.25914,0.29909,0.29909
9,5,1,11,True,0.15746,0.0,0.0,0.25739,0.29258,0.29258
9,5,2,11,True,0.17329,0.0,0.0,0.25596,0.28538,0.28538
9,5,3,11,True,0.19026,0.0,0.0,0.25511,0.27731,0.27731
9,5,4,11,True,0.20852,0.0,0.0,0.25528,0.2681,0.2681
9,6,0,11,True,0.1016,0.0,0.0,0.26516,0.31662,0.31662
9,6,1,11,True,0.11665,0.0,0.0,0.26281,0.31027,0.31027
9,6,2,11,True,0.13336,0.0,0.0,0.26049,0.30307,0.30307
9,6,3,11,True,0.15187,0.0,0.0,0.25841,0.29486,0.29486
9,6,4,11,True,0.17231,0.0,0.0,0.25697,0.28536,0.28536
9,6,5,11,True,0.19482,0.0,0.0,0.25694,0.27412,0.27412
9,7,0,11,True,0.04911,0.0,0.0,0.27386,0.33851,0.33851
9,7,1,11,True,0.06129,0.0,0.0,0.27172,0.3335,0.3335
9,7,2,11,True,0.07599,0.0,0.0,0.26919,0.32741,0.32741
9,7,3,11,True,0.09364,0.0,0.0,0.26633,0.32001,0.32001
9,7,4,11,True,0.11468,0.0,0.0,0.26334,0.31099,0.31099
9,7,5,11,True,0.1395,0.0,0.0,0.26076,0.29987,0.29987
9,7,6,11,True,0.16825,0.0,0.0,0.26011,0.28582,0.28582
9,8,0,11,True,0.00449,0.0,0.0,0.27987,0.35782,0.35782
9,8,1,11,True,0.00729,0.0,0.0,0.27965,0.35653,0.35653
9,8,2,11,True,0.01166,0.0,0.0,0.27911,0.35461,0.35461
9,8,3,11,True,0.01843,0.0,0.0,0.27808,0.35174,0.35174
9,8,4,11,True,0.02879,0.0,0.0,0.27636,0.34743,0.34743
9,8,5,11,True,0.04447,0.0,0.0,0.27372,0.3409,0.3409
9,8,6,11,True,0.06789,0.0,0.0,0.27018,0.33097,0.33097
9,8,7,11,True,0.10103,0.0,0.0,0.26762,0.31568,0.31568
10,1,0,11,True,0.23615,0.0,0.0,0.25101,0.25642,0.25642
10,2,0,11,True,0.22419,0.0,0.0,0.25106,0.26238,0.26238
10,2,1,11,True,0.23445,0.0,0.0,0.25114,0.25721,0.25721
10,3,0,11,True,0.20965,0.0,0.0,0.25156,0.26939,0.26939
10,3,1,11,True,0.22073,0.0,0.0,0.25124,0.26402,0.26402
10,3,2,11,True,0.23228,0.0,0.0,0.2513,0.25821,0.25821
10,4,0,11,True,0.19162,0.0,0.0,0.25277,0.2778,0.2778
10,4,1,11,True,0.20363,0.0,0.0,0.25196,0.2722,0.2722
10,4,2,11,True,0.21619,0.0,0.0,0.2515,0.26616,0.26616
10,4,3,11,True,0.22941,0.0,0.0,0.25152,0.25954,0.25954
10,5,0,11,True,0.16872,0.0,0.0,0.25504,0.28812,0.28812
10,5,1,11,True,0.18172,0.0,0.0,0.25368,0.2823,0.2823
10,5,2,11,True,0.19543,0.0,0.0,0.25259,0.27599,0.27599
10,5,3,11,True,0.20995,0.0,0.0,0.25191,0.26907,0.26907
10,5,4,11,True,0.22541,0.0,0.0,0.25183,0.26138,0.26138
10,6,0,11,True,0.13882,0.0,0.0,0.25894,0.30112,0.30112
10,6,1,11,True,0.15275,0.0,0.0,0.25698,0.29513,0.29513
10,6,2,11,True,0.16766,0.0,0.0,0.25517,0.28859,0.28859
10,6,3,11,True,0.18365,0.0,0.0,0.25363,0.28136,0.28136
10,6,4,11,True,0.20084,0.0,0.0,0.25257,0.27329,0.27329
10,6,5,11,True,0.21947,0.0,0.0,0.2523,0.26411,0.26411
10,7,0,11,True,0.0991,0.0,0.0,0.26522,0.31784,0.31784
10,7,1,11,True,0.11324,0.0,0.0,0.26282,0.31197,0.31197
10,7,2,11,True,0.1289,0.0,0.0,0.26032,0.30539,0.30539
10,7,3,11,True,0.14618,0.0,0.0,0.25785,0.29798,0.29798
10,7,4,11,True,0.16525,0.0,0.0,0.25558,0.28958,0.28958
10,7,5,11,True,0.18633,0.0,0.0,0.25382,0.27993,0.27993
10,7,6,11,True,0.20976,0.0,0.0,0.25312,0.26856,0.26856
10,8,0,11,True,0.04855,0.0,0.0,0.27411,0.33867,0.33867
10,8,1,11,True,0.06011,0.0,0.0,0.27198,0.33396,0.33396
10,8,2,11,True,0.07394,0.0,0.0,0.26945,0.3283,0.3283
10,8,3,11,True,0.09041,0.0,0.0,0.26651,0.32154,0.32154
10,8,4,11,True,0.10988,0.0,0.0,0.26324,0.31344,0.31344
10,8,5,11,True,0.13277,0.0,0.0,0.25982,0.30371,0.30371
10,8,6,11,True,0.15959,0.0,0.0,0.25666,0.29187,0.29187
10,8,7,11,True,0.19102,0.0,0.0,0.25483,0.27708,0.27708
10,9,0,11,True,0.00473,0.0,0.0,0.28063,0.35732,0.35732
10,9,1,11,True,0.00755,0.0,0.0,0.28043,0.35601,0.35601
10,9,2,11,True,0.0119,0.0,0.0,0.27991,0.3541,0.3541
10,9,3,11,True,0.01851,0.0,0.0,0.27891,0.35129,0.35129
10,9,4,11,True,0.02845,0.0,0.0,0.27722,0.34716,0.34716
10,9,5,11,True,0.0432,0.0,0.0,0.27458,0.34111,0.34111
10,9,6,11,True,0.06484,0.0,0.0,0.27071,0.33223,0.33223
10,9,7,11,True,0.09616,0.0,0.0,0.26554,0.31915,0.31915
10,9,8,11,True,0.14066,0.0,0.0,0.26035,0.29949,0.29949
3,1,0,12,True,0.02171,0.0,0.0,0.28631,0.34599,0.34599
3,2,0,12,True,0.00203,0.0,0.0,0.26279,0.36759,0.36759
3,2,1,12,True,0.0004,0.0,0.0,0.23764,0.38098,0.38098
4,1,0,12,True,0.08076,0.0,0.0,0.28457,0.31734,0.31734
4,2,0,12,True,0.03574,0.0,0.0,0.27689,0.34368,0.34368
4,2,1,12,True,0.03473,0.0,0.0,0.28518,0.34004,0.34004
4,3,0,12,True,0.00253,0.0,0.0,0.26915,0.36416,0.36416
4,3,1,12,True,0.00414,0.0,0.0,0.26615,0.36485,0.36485
4,3,2,12,True,0.00206,0.0,0.0,0.25455,0.37169,0.37169
5,1,0,12,True,0.13644,0.0,0.0,0.2745,0.29453,0.29453
5,2,0,12,True,0.09235,0.0,0.0,0.2738,0.31693,0.31693
5,2,1,12,True,0.1005,0.0,0.0,0.27998,0.30976,0.30976
5,3,0,12,True,0.03996,0.0,0.0,0.27463,0.34271,0.34271
5,3,1,12,True,0.04871,0.0,0.0,0.27558,0.33785,0.33785
5,3,2,12,True,0.0508,0.0,0.0,0.2832,0.333,0.333
5,4,0,12,True,0.00251,0.0,0.0,0.27233,0.36258,0.36258
5,4,1,12,True,0.00455,0.0,0.0,0.27114,0.36215,0.36215
5,4,2,12,True,0.00732,0.0,0.0,0.26898,0.36185,0.36185
5,4,3,12,True,0.00601,0.0,0.0,0.26491,0.36454,0.36454
6,1,0,12,True,0.17377,0.0,0.0,0.26632,0.27996,0.27996
6,2,0,12,True,0.13993,0.0,0.0,0.26698,0.29655,0.29655
6,2,1,12,True,0.15312,0.0,0.0,0.27008,0.2884,0.2884
6,3,0,12,True,0.09495,0.0,0.0,0.26974,0.31766,0.31766
6,3,1,12,True,0.10891,0.0,0.0,0.27045,0.31032,0.31032
6,3,2,12,True,0.12061,0.0,0.0,0.27524,0.30207,0.30207
6,4,0,12,True,0.04087,0.0,0.0,0.27429,0.34242,0.34242
6,4,1,12,True,0.0519,0.0,0.0,0.27335,0.33738,0.33738
6,4,2,12,True,0.06352,0.0,0.0,0.27379,0.33135,0.33135
6,4,3,12,True,0.07023,0.0,0.0,0.28019,0.32479,0.32479
6,5,0,12,True,0.00248,0.0,0.0,0.27466,0.36143,0.36143
6,5,1,12,True,0.00443,0.0,0.0,0.27403,0.36077,0.36077
6,5,2,12,True,0.00762,0.0,0.0,0.27291,0.35974,0.35974
6,5,3,12,True,0.01211,0.0,0.0,0.27125,0.35832,0.35832
6,5,4,12,True,0.01301,0.0,0.0,0.27082,0.35808,0.35808
7,1,0,12,True,0.1974,0.0,0.0,0.26077,0.27092,0.27092
7,2,0,12,True,0.17224,0.0,0.0,0.26138,0.28319,0.28319
7,2,1,12,True,0.18598,0.0,0.0,0.26289,0.27556,0.27556
7,3,0,12,True,0.13886,0.0,0.0,0.26355,0.29879,0.29879
7,3,1,12,True,0.15379,0.0,0.0,0.26372,0.29124,0.29124
7,3,2,12,True,0.16872,0.0,0.0,0.26594,0.28267,0.28267
7,4,0,12,True,0.09444,0.0,0.0,0.26806,0.31875,0.31875
7,4,1,12,True,0.10949,0.0,0.0,0.26693,0.31179,0.31179
7,4,2,12,True,0.12544,0.0,0.0,0.26705,0.30376,0.30376
7,4,3,12,True,0.14066,0.0,0.0,0.27042,0.29446,0.29446
7,5,0,12,True,0.04082,0.0,0.0,0.27448,0.34235,0.34235
7,5,1,12,True,0.05203,0.0,0.0,0.27297,0.3375,0.3375
7,5,2,12,True,0.06543,0.0,0.0,0.27159,0.33149,0.33149
7,5,3,12,True,0.08037,0.0,0.0,0.27137,0.32413,0.32413
7,5,4,12,True,0.09281,0.0,0.0,0.27612,0.31554,0.31554
7,6,0,12,True,0.00251,0.0,0.0,0.27647,0.36051,0.36051
7,6,1,12,True,0.00435,0.0,0.0,0.27613,0.35976,0.35976
7,6,2,12,True,0.0074,0.0,0.0,0.27545,0.35858,0.35858
7,6,3,12,True,0.01226,0.0,0.0,0.27432,0.35671,0.35671
7,6,4,12,True,0.01934,0.0,0.0,0.27284,0.35391,0.35391
7,6,5,12,True,0.0243,0.0,0.0,0.27387,0.35092,0.35092
8,1,0,12,True,0.21295,0.0,0.0,0.25701,0.26502,0.26502
8,2,0,12,True,0.1937,0.0,0.0,0.25739,0.27446,0.27446
8,2,1,12,True,0.20643,0.0,0.0,0.25816,0.26771,0.26771
8,3,0,12,True,0.1689,0.0,0.0,0.25881,0.28614,0.28614
8,3,1,12,True,0.18279,0.0,0.0,0.25872,0.27924,0.27924
8,3,2,12,True,0.19719,0.0,0.0,0.25975,0.27153,0.27153
8,4,0,12,True,0.13619,0.0,0.0,0.2619,0.30096,0.30096
8,4,1,12,True,0.15108,0.0,0.0,0.26085,0.29403,0.29403
8,4,2,12,True,0.16683,0.0,0.0,0.26065,0.28626,0.28626
8,4,3,12,True,0.18319,0.0,0.0,0.26208,0.27736,0.27736
8,5,0,12,True,0.09287,0.0,0.0,0.26738,0.31988,0.31988
8,5,1,12,True,0.10764,0.0,0.0,0.26554,0.31341,0.31341
8,5,2,12,True,0.124,0.0,0.0,0.26407,0.30597,0.30597
8,5,3,12,True,0.14174,0.0,0.0,0.26361,0.29733,0.29733
8,5,4,12,True,0.16006,0.0,0.0,0.26567,0.28714,0.28714
8,6,0,12,True,0.04052,0.0,0.0,0.2748,0.34234,0.34234
8,6,1,12,True,0.05139,0.0,0.0,0.2731,0.33775,0.33775
8,6,2,12,True,0.06468,0.0,0.0,0.27118,0.33207,0.33207
8,6,3,12,True,0.08065,0.0,0.0,0.26929,0.32503,0.32503
8,6,4,12,True,0.09911,0.0,0.0,0.2683,0.3163,0.3163
8,6,5,12,True,0.11769,0.0,0.0,0.27116,0.30558,0.30558
8,7,0,12,True,0.00259,0.0,0.0,0.27789,0.35976,0.35976
8,7,1,12,True,0.00438,0.0,0.0,0.27771,0.35895,0.35895
8,7,2,12,True,0.0073,0.0,0.0,0.27728,0.35771,0.35771
8,7,3,12,True,0.01196,0.0,0.0,0.27646,0.35579,0.35579
8,7,4,12,True,0.01928,0.0,0.0,0.27514,0.35279,0.35279
8,7,5,12,True,0.03015,0.0,0.0,0.27348,0.34818,0.34818
8,7,6,12,True,0.04165,0.0,0.0,0.2745,0.34192,0.34192
9,1,0,12,True,0.22374,0.0,0.0,0.25435,0.26096,0.26096
9,2,0,12,True,0.20845,0.0,0.0,0.25455,0.2685,0.2685
9,2,1,12,True,0.21989,0.0,0.0,0.25495,0.26258,0.26258
9,3,0,12,True,0.18936,0.0,0.0,0.25545,0.27759,0.27759
9,3,1,12,True,0.20178,0.0,0.0,0.25527,0.27147,0.27147
9,3,2,12,True,0.21473,0.0,0.0,0.25576,0.26476,0.26476
9,4,0,12,True,0.16495,0.0,0.0,0.25744,0.2888,0.2888
9,4,1,12,True,0.17841,0.0,0.0,0.25657,0.28251,0.28251
9,4,2,12,True,0.19256,0.0,0.0,0.25627,0.27558,0.27558
9,4,3,12,True,0.20745,0.0,0.0,0.25687,0.26784,0.26784
9,5,0,12,True,0.13299,0.0,0.0,0.26112,0.30294,0.30294
9,5,1,12,True,0.14731,0.0,0.0,0.25952,0.29659,0.29659
9,5,2,12,True,0.16265,0.0,0.0,0.25829,0.28953,0.28953
9,5,3,12,True,0.17904,0.0,0.0,0.25776,0.2816,0.2816
9,5,4,12,True,0.19648,0.0,0.0,0.25851,0.2725,0.2725
9,6,0,12,True,0.09098,0.0,0.0,0.26715,0.32094,0.32094
9,6,1,12,True,0.10507,0.0,0.0,0.26503,0.31495,0.31495
9,6,2,12,True,0.12082,0.0,0.0,0.26295,0.30811,0.30811
9,6,3,12,True,0.1383,0.0,0.0,0.26117,0.30026,0.30026
9,6,4,12,True,0.15752,0.0,0.0,0.2602,0.29114,0.29114
9,6,5,12,True,0.17826,0.0,0.0,0.26112,0.28031,0.28031
9,7,0,12,True,0.0402,0.0,0.0,0.27513,0.34234,0.34234
9,7,1,12,True,0.05062,0.0,0.0,0.27337,0.33801,0.33801
9,7,2,12,True,0.06335,0.0,0.0,0.27127,0.33269,0.33269
9,7,3,12,True,0.0788,0.0,0.0,0.2689,0.32615,0.32615
9,7,4,12,True,0.09735,0.0,0.0,0.26647,0.31809,0.31809
9,7,5,12,True,0.11919,0.0,0.0,0.26466,0.30807,0.30807
9,7,6,12,True,0.14343,0.0,0.0,0.26566,0.29545,0.29545
9,8,0,12,True,0.00271,0.0,0.0,0.27902,0.35913,0.35913
9,8,1,12,True,0.0045,0.0,0.0,0.27894,0.35828,0.35828
9,8,2,12,True,0.00735,0.0,0.0,0.27863,0.35701,0.35701
9,8,3,12,True,0.01185,0.0,0.0,0.27798,0.35508,0.35508
9,8,4,12,True,0.01888,0.0,0.0,0.27684,0.35214,0.35214
9,8,5,12,True,0.02973,0.0,0.0,0.27504,0.34761,0.34761
9,8,6,12,True,0.046,0.0,0.0,0.27273,0.34064,0.34064
9,8,7,12,True,0.06706,0.0,0.0,0.27249,0.33022,0.33022
10,1,0,12,True,0.23159,0.0,0.0,0.25239,0.25801,0.25801
10,2,0,12,True,0.21905,0.0,0.0,0.25247,0.26424,0.26424
10,2,1,12,True,0.22929,0.0,0.0,0.25268,0.25902,0.25902
10,3,0,12,True,0.20381,0.0,0.0,0.25303,0.27158,0.27158
10,3,1,12,True,0.21484,0.0,0.0,0.25282,0.26617,0.26617
10,3,2,12,True,0.22633,0.0,0.0,0.25305,0.26031,0.26031
10,4,0,12,True,0.18489,0.0,0.0,0.25433,0.28039,0.28039
10,4,1,12,True,0.19682,0.0,0.0,0.25361,0.27478,0.27478
10,4,2,12,True,0.20929,0.0,0.0,0.2533,0.26871,0.26871
10,4,3,12,True,0.22238,0.0,0.0,0.25355,0.26204,0.26204
10,5,0,12,True,0.16088,0.0,0.0,0.25673,0.29119,0.29119
10,5,1,12,True,0.17374,0.0,0.0,0.25545,0.28541,0.28541
10,5,2,12,True,0.18729,0.0,0.0,0.25448,0.27911,0.27911
10,5,3,12,True,0.20163,0.0,0.0,0.25399,0.27219,0.27219
10,5,4,12,True,0.21685,0.0,0.0,0.25423,0.26446,0.26446
10,6,0,12,True,0.12972,0.0,0.0,0.2608,0.30474,0.30474
10,6,1,12,True,0.1433,0.0,0.0,0.25894,0.29888,0.29888
10,6,2,12,True,0.1579,0.0,0.0,0.25724,0.29243,0.29243
10,6,3,12,True,0.17357,0.0,0.0,0.25586,0.28528,0.28528
10,6,4,12,True,0.19041,0.0,0.0,0.25506,0.27727,0.27727
10,6,5,12,True,0.20857,0.0,0.0,0.25525,0.26809,0.26809
10,7,0,12,True,0.08905,0.0,0.0,0.26714,0.3219,0.3219
10,7,1,12,True,0.10239,0.0,0.0,0.26492,0.31634,0.31634
10,7,2,12,True,0.11728,0.0,0.0,0.26262,0.31005,0.31005
10,7,3,12,True,0.13383,0.0,0.0,0.26034,0.30291,0.30291
10,7,4,12,True,0.15219,0.0,0.0,0.2583,0.29475,0.29475
10,7,5,12,True,0.17249,0.0,0.0,0.2569,0.28531,0.28531
10,7,6,12,True,0.19489,0.0,0.0,0.25691,0.2741,0.2741
10,8,0,12,True,0.0399,0.0,0.0,0.27543,0.34234,0.34234
10,8,1,12,True,0.04987,0.0,0.0,0.27366,0.33823,0.33823
10,8,2,12,True,0.06198,0.0,0.0,0.27153,0.33325,0.33325
10,8,3,12,True,0.07659,0.0,0.0,0.26901,0.3272,0.3272
10,8,4,12,True,0.09413,0.0,0.0,0.26618,0.31985,0.31985
10,8,5,12,True,0.11503,0.0,0.0,0.26322,0.31087,0.31087
10,8,6,12,True,0.13972,0.0,0.0,0.26068,0.2998,0.2998
10,8,7,12,True,0.16835,0.0,0.0,0.26007,0.28579,0.28579
10,9,0,12,True,0.00287,0.0,0.0,0.27993,0.3586,0.3586
10,9,1,12,True,0.00467,0.0,0.0,0.2799,0.35772,0.35772
10,9,2,12,True,0.00751,0.0,0.0,0.27965,0.35642,0.35642
10,9,3,12,True,0.01193,0.0,0.0,0.27908,0.3545,0.3545
10,9,4,12,True,0.01872,0.0,0.0,0.27802,0.35163,0.35163
10,9,5,12,True,0.02909,0.0,0.0,0.27629,0.34731,0.34731
10,9,6,12,True,0.04476,0.0,0.0,0.27364,0.3408,0.3408
10,9,7,12,True,0.06813,0.0,0.0,0.2701,0.33089,0.33089
10,9,8,12,True,0.10117,0.0,0.0,0.26757,0.31563,0.31563
11,1,0,12,True,0.23753,0.0,0.0,0.2509,0.25578,0.25578
11,2,0,12,True,0.22697,0.0,0.0,0.25089,0.26107,0.26107
11,2,1,12,True,0.23617,0.0,0.0,0.251,0.25641,0.25641
11,3,0,12,True,0.21441,0.0,0.0,0.25124,0.26717,0.26717
11,3,1,12,True,0.22426,0.0,0.0,0.25103,0.26236,0.26236
11,3,2,12,True,0.23448,0.0,0.0,0.25113,0.2572,0.2572
11,4,0,12,True,0.19922,0.0,0.0,0.2521,0.27434,0.27434
11,4,1,12,True,0.2098,0.0,0.0,0.25151,0.26934,0.26934
11,4,2,12,True,0.2208,0.0,0.0,0.25121,0.26399,0.26399
11,4,3,12,True,0.23231,0.0,0.0,0.25129,0.2582,0.2582
11,5,0,12,True,0.1805,0.0,0.0,0.2537,0.2829,0.2829
11,5,1,12,True,0.19189,0.0,0.0,0.25268,0.27772,0.27772
11,5,2,12,True,0.20378,0.0,0.0,0.25191,0.27215,0.27215
11,5,3,12,True,0.21626,0.0,0.0,0.25147,0.26613,0.26613
11,5,4,12,True,0.22943,0.0,0.0,0.25151,0.25953,0.25953
11,6,0,12,True,0.15691,0.0,0.0,0.25641,0.29334,0.29334
11,6,1,12,True,0.16912,0.0,0.0,0.25491,0.28799,0.28799
11,6,2,12,True,0.18199,0.0,0.0,0.25358,0.28221,0.28221
11,6,3,12,True,0.1956,0.0,0.0,0.25253,0.27594,0.27594
11,6,4,12,True,0.21003,0.0,0.0,0.25188,0.26905,0.26905
11,6,5,12,True,0.22543,0.0,0.0,0.25182,0.26138,0.26138
11,7,0,12,True,0.12653,0.0,0.0,0.26073,0.30637,0.30637
11,7,1,12,True,0.13938,0.0,0.0,0.25876,0.30093,0.30093
11,7,2,12,True,0.15317,0.0,0.0,0.25685,0.29499,0.29499
11,7,3,12,True,0.16795,0.0,0.0,0.25507,0.28849,0.28849
11,7,4,12,True,0.18382,0.0,0.0,0.25357,0.2813,0.2813
11,7,5,12,True,0.20093,0.0,0.0,0.25254,0.27326,0.27326
11,7,6,12,True,0.2195,0.0,0.0,0.25229,0.2641,0.2641
11,8,0,12,True,0.08719,0.0,0.0,0.26725,0.32278,0.32278
11,8,1,12,True,0.0998,0.0,0.0,0.26502,0.31759,0.31759
11,8,2,12,True,0.11381,0.0,0.0,0.26264,0.31177,0.31177
11,8,3,12,True,0.12934,0.0,0.0,0.26018,0.30524,0.30524
11,8,4,12,True,0.1465,0.0,0.0,0.25775,0.29787,0.29787
11,8,5,12,True,0.16546,0.0,0.0,0.25551,0.28951,0.28951
11,8,6,12,True,0.18643,0.0,0.0,0.25378,0.27989,0.27989
11,8,7,12,True,0.20979,0.0,0.0,0.2531,0.26855,0.26855
11,9,0,12,True,0.03965,0.0,0.0,0.27569,0.34233,0.34233
11,9,1,12,True,0.04921,0.0,0.0,0.27394,0.33843,0.33843
11,9,2,12,True,0.06072,0.0,0.0,0.27181,0.33373,0.33373
11,9,3,12,True,0.07448,0.0,0.0,0.26929,0.32811,0.32811
11,9,4,12,True,0.09086,0.0,0.0,0.26638,0.32138,0.32138
11,9,5,12,True,0.11023,0.0,0.0,0.26314,0.31332,0.31332
11,9,6,12,True,0.13301,0.0,0.0,0.25974,0.30362,0.30362
11,9,7,12,True,0.15972,0.0,0.0,0.25662,0.29183,0.29183
11,9,8,12,True,0.19107,0.0,0.0,0.25481,0.27706,0.27706
11,10,0,12,True,0.00305,0.0,0.0,0.28068,0.35814,0.35814
11,10,1,12,True,0.0049,0.0,0.0,0.28065,0.35723,0.35723
11,10,2,12,True,0.00775,0.0,0.0,0.28042,0.35591,0.35591
11,10,3,12,True,0.01214,0.0,0.0,0.27988,0.35399,0.35399
11,10,4,12,True,0.01878,0.0,0.0,0.27886,0.35118,0.35118
11,10,5,12,True,0.02873,0.0,0.0,0.27716,0.34706,0.34706
11,10,6,12,True,0.04348,0.0,0.0,0.27451,0.34101,0.34101
11,10,7,12,True,0.06508,0.0,0.0,0.27063,0.33214,0.33214
11,10,8,12,True,0.09633,0.0,0.0,0.26549,0.31909,0.31909
11,10,9,12,True,0.14074,0.0,0.0,0.26032,0.29947,0.29947
3,1,0,13,True,0.01346,0.0,0.0,0.28519,0.35067,0.35067
3,2,0,13,True,0.00109,0.0,0.0,0.25776,0.37058,0.37058
3,2,1,13,True,5e-05,0.0,0.0,0.21635,0.3918,0.3918
4,1,0,13,True,0.06433,0.0,0.0,0.28795,0.32386,0.32386
4,2,0,13,True,0.02685,0.0,0.0,0.27684,0.34816,0.34816
4,2,1,13,True,0.0232,0.0,0.0,0.28539,0.34571,0.34571
4,3,0,13,True,0.00155,0.0,0.0,0.26702,0.36572,0.36572
4,3,1,13,True,0.00242,0.0,0.0,0.26233,0.36762,0.36762
4,3,2,13,True,0.00046,0.0,0.0,0.23738,0.38108,0.38108
5,1,0,13,True,0.12031,0.0,0.0,0.27862,0.30054,0.30054
5,2,0,13,True,0.07821,0.0,0.0,0.27625,0.32277,0.32277
5,2,1,13,True,0.08235,0.0,0.0,0.28394,0.31685,0.31685
5,3,0,13,True,0.03143,0.0,0.0,0.27487,0.34685,0.34685
5,3,1,13,True,0.03749,0.0,0.0,0.2762,0.34315,0.34315
5,3,2,13,True,0.03574,0.0,0.0,0.28467,0.3398,0.3398
5,4,0,13,True,0.00153,0.0,0.0,0.27062,0.36392,0.36392
5,4,1,13,True,0.00286,0.0,0.0,0.26914,0.364,0.364
5,4,2,13,True,0.00448,0.0,0.0,0.26593,0.36479,0.36479
5,4,3,13,True,0.00218,0.0,0.0,0.25426,0.37178,0.37178
6,1,0,13,True,0.1612,0.0,0.0,0.26977,0.28452,0.28452
6,2,0,13,True,0.12666,0.0,0.0,0.26991,0.30172,0.30172
6,2,1,13,True,0.13732,0.0,0.0,0.27417,0.29425,0.29425
6,3,0,13,True,0.0824,0.0,0.0,0.27182,0.32289,0.32289
6,3,1,13,True,0.09385,0.0,0.0,0.27325,0.31645,0.31645
6,3,2,13,True,0.1014,0.0,0.0,0.27963,0.30948,0.30948
6,4,0,13,True,0.03266,0.0,0.0,0.27474,0.3463,0.3463
6,4,1,13,True,0.04142,0.0,0.0,0.27415,0.34222,0.34222
6,4,2,13,True,0.04987,0.0,0.0,0.27515,0.33749,0.33749
6,4,3,13,True,0.05152,0.0,0.0,0.28288,0.3328,0.3328
6,5,0,13,True,0.0015,0.0,0.0,0.27316,0.36267,0.36267
6,5,1,13,True,0.00276,0.0,0.0,0.27242,0.36241,0.36241
6,5,2,13,True,0.00485,0.0,0.0,0.27111,0.36202,0.36202
